respondent_id,h1n1_vaccine,seasonal_vaccine
26871,0.09551340016663373,0.44098759831417844
26872,0.09183040116805323,0.35936600415933595
26873,0.4502469913926424,0.3315992052886175
26874,0.14272750709371004,0.4171515286522748
26875,0.8403107013154735,0.8837989123873571
26876,0.12733541773701335,0.6226184375994117
26877,0.14187307070530863,0.09934469204533544
26878,0.11148630794667083,0.18092059541864305
26879,0.5371321250389419,0.9146768459090892
26880,0.042046793854372336,0.06445200417483403
26881,0.17718456955965575,0.2570386615472016
26882,0.06737018407225465,0.23894841428473396
26883,0.06447501247527433,0.08056244803565968
26884,0.20932086035601494,0.5337795205138506
26885,0.26863382247294487,0.2686609557285592
26886,0.08745026176629174,0.19953842896399698
26887,0.008380314024662128,0.05703995850715767
26888,0.12641727215095447,0.5137641344454763
26889,0.13181752143282674,0.492446820709292
26890,0.07130608686880792,0.04258668744556238
26891,0.013235867863564111,0.21584060378522502
26892,0.6181638330523916,0.7667585936785989
26893,0.07169342103714745,0.1844227317550195
26894,0.06511229124497712,0.11428673526889353
26895,0.06643368798702097,0.5173377499138482
26896,0.12520808395513106,0.9085600478099423
26897,0.06526106947444996,0.11480399004173421
26898,0.06860276492260343,0.2100669745783037
26899,0.6535827667845577,0.4364559765636806
26900,0.2011969714306647,0.5075109915324238
26901,0.5994167063843031,0.37689319723014997
26902,0.6863311219533159,0.9101535382183396
26903,0.31844193646645197,0.6601468135295154
26904,0.055639176791276744,0.11079756277515032
26905,0.3709138861095943,0.20251459802900956
26906,0.20353409454463814,0.25042805848991356
26907,0.3011271585365856,0.4242053719398971
26908,0.06419055912410256,0.18008318949399985
26909,0.07738262113349262,0.2854484183603621
26910,0.08670389588505965,0.1955640453917702
26911,0.4604318146617166,0.5972635071587964
26912,0.05890658031713414,0.3220465743037893
26913,0.1334124579569377,0.1725828504534318
26914,0.1369162406923331,0.9380435888436411
26915,0.06651480550613074,0.7873592433645166
26916,0.27634987366206937,0.6217833289265985
26917,0.07366270159202785,0.5926445531786259
26918,0.07730873835516207,0.0413681243180916
26919,0.8566145289988277,0.9737214405396213
26920,0.35744028688830104,0.3709339497247416
26921,0.1572566825610333,0.27706727721235636
26922,0.639708748056123,0.9221700437222747
26923,0.04417275886458366,0.23442674161186391
26924,0.04377939882465187,0.10383219608570234
26925,0.15201860459759312,0.9565156749177768
26926,0.3839311722008825,0.4543705267016552
26927,0.12112096650246079,0.9385703538759231
26928,0.06476857955532464,0.10255907813400078
26929,0.08393719522136224,0.24957862185577886
26930,0.03467829514099,0.4819237488850831
26931,0.15712385276586877,0.5419434189886204
26932,0.32700711922289205,0.3379378653888748
26933,0.1227307551963397,0.49566147517480585
26934,0.04677036730259285,0.2699064827168778
26935,0.5159556466570071,0.632624483453523
26936,0.1542678726655637,0.9656289206814085
26937,0.08096072285546371,0.7664334861014052
26938,0.15946587583074706,0.9442638832830892
26939,0.0334336623658039,0.12754870312187097
26940,0.011285724666036735,0.14499442497611326
26941,0.2651286256817538,0.2778334747730633
26942,0.33762174094446357,0.8288040977841826
26943,0.20419987073895968,0.4559842920832869
26944,0.02005335892961053,0.04508259639403039
26945,0.4495977819718187,0.9413174010469805
26946,0.058626863036574106,0.38811448005215476
26947,0.034582886717160394,0.5313296065561282
26948,0.12222868871252557,0.8818315136480902
26949,0.028062780180689768,0.217604204228522
26950,0.023647568201117457,0.4005996483497764
26951,0.1351770837925898,0.9423226330298948
26952,0.0512017464656726,0.23067861703989803
26953,0.17191747742837993,0.2084635117232249
26954,0.2297884373036092,0.4460795287844181
26955,0.31321818950544766,0.4942783874243317
26956,0.04130002783147228,0.17824653226152
26957,0.4663018910724911,0.8117855532267371
26958,0.1828037438313156,0.8815226980013097
26959,0.15221474741795854,0.35922684225727475
26960,0.24670998676055425,0.3641285965144319
26961,0.24618695796035778,0.959831770333629
26962,0.669026854473447,0.13523262141254697
26963,0.030127556138519123,0.07584045093706415
26964,0.1780141444986483,0.9454661254109918
26965,0.053342197223623725,0.07540141808195738
26966,0.41981578255717544,0.14321133777513717
26967,0.09821907058847257,0.4420708850979467
26968,0.04217689413843842,0.7324187982465568
26969,0.8862024153234858,0.9612712874380729
26970,0.331173162035627,0.7364339116715676
26971,0.05158326673767368,0.4123241326315754
26972,0.18938405128537353,0.6381630392267087
26973,0.22181508232880648,0.6219855704976799
26974,0.14524009906107346,0.27216850397038966
26975,0.3309480704139344,0.44247888059184776
26976,0.1603830521790651,0.4803367113648715
26977,0.06393467831526951,0.12745577711555206
26978,0.1316864335693568,0.5825475005439793
26979,0.12769970418993834,0.37552803577868843
26980,0.00963525456217104,0.038885291256158215
26981,0.09371828267767013,0.36663058157436523
26982,0.11300803801699397,0.919756258912637
26983,0.17805035011563405,0.7462408353138948
26984,0.04200610116133271,0.46528946588903075
26985,0.5021828924167783,0.6458056987369347
26986,0.2784253366672593,0.6691084443082729
26987,0.1874808134279971,0.25794363330379066
26988,0.0731360363176743,0.5819082110970399
26989,0.036665885358288644,0.7196594375183007
26990,0.19060530300177095,0.6339179109745345
26991,0.2514275262770705,0.6055886039782842
26992,0.016720401013216996,0.05011048762680185
26993,0.11043124145432355,0.5276071141511695
26994,0.016318493411239744,0.040209561308759266
26995,0.7511902802064642,0.8965504902840697
26996,0.0590528988424184,0.37018981330120376
26997,0.15409761023559637,0.498594991377254
26998,0.02970005236181042,0.15750764831988368
26999,0.08130136702367435,0.5997407055791819
27000,0.24813444981498717,0.5584721523491435
27001,0.07329108158769031,0.20360567416552813
27002,0.11742159123391686,0.6178275339885633
27003,0.14355060867464323,0.16341736103360605
27004,0.2340496700564956,0.5261167500788683
27005,0.3595757375690038,0.5237278103727685
27006,0.03787052490359776,0.5312673900332289
27007,0.18415974523030607,0.2637467823734573
27008,0.06788723165631007,0.04914885188984599
27009,0.057201444655666844,0.13859934150430187
27010,0.7286761476759395,0.9243507189359071
27011,0.16299662960201292,0.695969935811637
27012,0.03434791045676848,0.10498536505091892
27013,0.9018776018967899,0.9553230460531551
27014,0.2922758258229333,0.3988532029179627
27015,0.5216182603964902,0.8893463622105527
27016,0.10836332227145538,0.507721328675308
27017,0.0972750711176403,0.16945617508194255
27018,0.19392219665519048,0.604098513298372
27019,0.0957090383870484,0.23778565818655092
27020,0.07486802790909196,0.19581604199214678
27021,0.1470948092045299,0.8824955769160685
27022,0.34423392410461157,0.3301097815380528
27023,0.05461094074400698,0.2327161902202492
27024,0.04915175069783285,0.28452340459673137
27025,0.4303381923423285,0.22641365552095166
27026,0.5436163730286673,0.6046003734437777
27027,0.16710232403183645,0.4036362873372424
27028,0.030083003940739452,0.056881541927491355
27029,0.2996686732891184,0.8137939745529954
27030,0.24330635298989906,0.5781660738935324
27031,0.32003094419164885,0.6604458900750014
27032,0.11250548479857858,0.12156998668782372
27033,0.1367782041989317,0.14394473755392573
27034,0.07950999304456824,0.6896940679100706
27035,0.11193583143255945,0.2920896520132924
27036,0.4769785092769587,0.6037113871022273
27037,0.4245685964302076,0.829863371409049
27038,0.05812500023815481,0.326381208039697
27039,0.03418950729318043,0.25877985236625445
27040,0.25568904427356687,0.9127354202316187
27041,0.2137874671795043,0.36461913092821246
27042,0.14894470075262956,0.5921816655950222
27043,0.038514755453149495,0.046548408958520845
27044,0.2603431078555664,0.42274354199780867
27045,0.016697544925949534,0.07761622983813439
27046,0.6404373344002934,0.7284914124068359
27047,0.06455769614433489,0.1243663331428561
27048,0.0194515215404643,0.20386922836377985
27049,0.0752085776463245,0.13589665421707925
27050,0.024365508697749876,0.11534293119232482
27051,0.5306809306174093,0.77585069941087
27052,0.1044425760450894,0.5829683763033435
27053,0.5654662084653239,0.8864556025383198
27054,0.08291427182823252,0.19929872308251778
27055,0.035221492862402476,0.8219398260758162
27056,0.06808140592413477,0.1314346019351881
27057,0.02407912018068529,0.7207557074630808
27058,0.20700925833940995,0.9664278058764967
27059,0.050450286096355455,0.25882841132134277
27060,0.1267079203423051,0.48986075130381634
27061,0.630192826063403,0.8207516808245863
27062,0.08460317281958146,0.16354853808037914
27063,0.03019860797918469,0.09617289139586548
27064,0.7884710026453835,0.9134908448475517
27065,0.09088453273327657,0.4110923127692547
27066,0.8607306903006058,0.9386429586538718
27067,0.21673903429992455,0.3677626163322546
27068,0.24852010858111054,0.8457404549028498
27069,0.11538955447735735,0.22410250179516455
27070,0.23124197366473057,0.29697037743438875
27071,0.5195174044722775,0.7889436325891189
27072,0.09590781530800052,0.4077244921257295
27073,0.06342823232061132,0.06135744453360901
27074,0.10639892350445809,0.3985884518175619
27075,0.05388199193477787,0.22539431380692895
27076,0.10308248400239305,0.16402287939071683
27077,0.043909077401576825,0.19354935322742675
27078,0.809410965101169,0.9831594502624734
27079,0.03043191210292577,0.8493803545043949
27080,0.22473856157991942,0.2932073159635495
27081,0.13713747258516976,0.4977438527207976
27082,0.5410028494751532,0.7937046184503459
27083,0.9178128742475167,0.9744315609479105
27084,0.09799369687825264,0.3511527693033262
27085,0.5761751640479822,0.7746741669662007
27086,0.08800308894004694,0.3527635712756372
27087,0.011319143605027912,0.0626729272125334
27088,0.18258166451239335,0.7731179375054833
27089,0.17193089371103054,0.8172806990396669
27090,0.09423222241933481,0.07671685606943522
27091,0.1860323157238133,0.911784244120008
27092,0.04952041823265093,0.7074417395121608
27093,0.07652351299419755,0.32459121471044217
27094,0.46654939835933695,0.7195101835488136
27095,0.4855266369009734,0.9187555828056411
27096,0.27909102729319096,0.07140975864754442
27097,0.06802045202141906,0.5394168917864871
27098,0.3772228594352948,0.6031258625741167
27099,0.04712033086763778,0.8457764809308445
27100,0.22946702777490974,0.38690092658562414
27101,0.03899578402325042,0.16300209154979156
27102,0.10252683201264737,0.5119312519402553
27103,0.016806198618272893,0.21726568401328805
27104,0.37889019313867783,0.7584152348071196
27105,0.2887041488523929,0.2428050050290383
27106,0.18880685812250003,0.43928194201069676
27107,0.05851722155975717,0.0251333687912177
27108,0.04743996596758732,0.3505310332912545
27109,0.09990165594847274,0.24306840842203847
27110,0.23430169236483817,0.8666648019099811
27111,0.2709511528769933,0.6046907002123736
27112,0.09159511274672638,0.44940549555735204
27113,0.046140411023689855,0.05105775253719138
27114,0.26150754799022685,0.6219089706121042
27115,0.03609038122457876,0.0933625311445924
27116,0.0761951721514331,0.6104186188174048
27117,0.519666067563657,0.13065032959968623
27118,0.3246751030794957,0.5203293307719609
27119,0.15046341439918104,0.744067291475292
27120,0.7509429255651624,0.9588543865871962
27121,0.8401768434275525,0.8708719152168034
27122,0.19716212516180992,0.6244968104840612
27123,0.14361712125679765,0.19670781618325672
27124,0.06280157282097355,0.25116157119392074
27125,0.05534143038133486,0.6918400114793515
27126,0.07321090520586858,0.8907951010619287
27127,0.1949994011091792,0.07251899207674313
27128,0.18201175386033702,0.4381467680146237
27129,0.07019572144534293,0.8053838695406428
27130,0.15740360805356474,0.5232147963759594
27131,0.018758492609183188,0.189631498746895
27132,0.3807109229933825,0.9705784212466072
27133,0.04749072508286799,0.9351957665635314
27134,0.5154140008876337,0.846984640149181
27135,0.12710669318292858,0.03046455694439273
27136,0.023569875840969978,0.05345286587489879
27137,0.014974772174372963,0.06192531319778186
27138,0.056562305456470466,0.5110815006964377
27139,0.19503992608469248,0.23865921399157214
27140,0.03539314695992486,0.3584786591908225
27141,0.1016431568325418,0.7566565661528826
27142,0.05055450140255702,0.16302837052578223
27143,0.011593145145025874,0.11608859219086247
27144,0.13969842627663373,0.35017729997526315
27145,0.055142722225043725,0.27953786188202184
27146,0.4133018005819405,0.5704165183893614
27147,0.14994481860990347,0.34930580934170224
27148,0.14984052753436541,0.564942775687087
27149,0.3879389161048848,0.956454656903735
27150,0.011066033538527626,0.06144072069975138
27151,0.00821210582789572,0.024010365984775416
27152,0.31662949313774,0.10197786520123704
27153,0.07466253673227144,0.28960575894156904
27154,0.03608874241098575,0.031442563861799944
27155,0.23502288021234966,0.8445211749139275
27156,0.20524881244684995,0.5143864611686499
27157,0.18132327378589935,0.3009173643996396
27158,0.06789599565514064,0.12757836485735624
27159,0.07181105983275635,0.06174826519479256
27160,0.07376223544869685,0.15633930085671424
27161,0.040768871860019984,0.2816455522456016
27162,0.19496677150871655,0.2961418186138782
27163,0.3490152422865767,0.4396999520873589
27164,0.09496674480112346,0.8288757586536931
27165,0.08437114739930927,0.9576051503646164
27166,0.06873000022700713,0.9049737970636567
27167,0.2545213027584951,0.4526375094023558
27168,0.08196409048247677,0.8779367663473019
27169,0.08938881581889213,0.2300535012767943
27170,0.4961480083695941,0.6784071034353438
27171,0.06950948786553925,0.3072974614972819
27172,0.14758731343108544,0.29165325519973917
27173,0.11620031744162561,0.11394990133190618
27174,0.0284982227077,0.078931076761133
27175,0.11140508903740108,0.2983658882848873
27176,0.32972893916346624,0.8125540737954696
27177,0.05740801945454223,0.1466346061081793
27178,0.15234889749453226,0.5411542329612368
27179,0.5119309720342681,0.3243649456786317
27180,0.16428976673955142,0.6021512998942357
27181,0.18574617576666602,0.8758064327056798
27182,0.0933426142703365,0.3919516608384951
27183,0.07405092177624104,0.19708819533525518
27184,0.015091661219342028,0.3171440038248012
27185,0.05805752971993684,0.1610939387328886
27186,0.015967695118476496,0.01729506392965464
27187,0.10272696941171199,0.24920910213321226
27188,0.7266997665870386,0.8666118455311902
27189,0.12017013039355064,0.501978784370955
27190,0.022313276223235395,0.02925088171753571
27191,0.08616573403017702,0.17437486077168918
27192,0.38024032092281157,0.5378656874618618
27193,0.10487508225042035,0.40019622472209093
27194,0.0724658601728048,0.16154854020302087
27195,0.14219140619203383,0.9571024234922739
27196,0.5319131120892456,0.3782165067781852
27197,0.07316235173546597,0.30951656396520616
27198,0.058092551755077035,0.15048023128118065
27199,0.12475599632796504,0.28661091790194915
27200,0.04351886776590678,0.026782125817556634
27201,0.20146356810655464,0.9323854176128349
27202,0.23749804429853058,0.13223907496416484
27203,0.11219593340208533,0.4251519930252882
27204,0.11206903976264584,0.7362282872128989
27205,0.32471606779484835,0.7869371522115046
27206,0.032598315485162364,0.036437368052747485
27207,0.0538671404735607,0.3172053265208325
27208,0.0742526344061667,0.4122739181401918
27209,0.5830860400038591,0.7749153513271831
27210,0.016767133776502356,0.23241051187628023
27211,0.7671426365580349,0.7903899800898675
27212,0.37737015227380655,0.7291267880594576
27213,0.16084520926533097,0.3495738896237453
27214,0.5712617761924229,0.8312744978491063
27215,0.12025962591690383,0.27980684687374463
27216,0.06932600830871372,0.07489991265985042
27217,0.8288413159610669,0.9560458415651816
27218,0.10118498642085572,0.5033460527107065
27219,0.09647255426284024,0.23963247250653077
27220,0.1809616486216334,0.7893614395688873
27221,0.5902532783256732,0.796519934916743
27222,0.2450918822389733,0.7716048620769905
27223,0.890453577365449,0.9402738298777675
27224,0.3357411033051908,0.6029173898083144
27225,0.303167031459594,0.6490436991342273
27226,0.21540532332605228,0.6366908506176676
27227,0.09913621214379997,0.17316513327935926
27228,0.07271742692719413,0.19881487332074274
27229,0.09645379679448929,0.27867024653134537
27230,0.02856619975426401,0.0370502596883437
27231,0.014336087444893883,0.5945486589391887
27232,0.07233467162361723,0.1911382681284779
27233,0.16683752342942013,0.4604725266797159
27234,0.04635177076217427,0.0797397500709039
27235,0.11647115513882703,0.14469892523017036
27236,0.6066548605182753,0.8980447487729033
27237,0.051554659839414076,0.12772136499696835
27238,0.21196699608551425,0.9207222412591984
27239,0.1376254696552382,0.9122430685450685
27240,0.036242745582588484,0.07560263464452471
27241,0.4622397151394062,0.4094900685438461
27242,0.07816250556352988,0.22323182039238723
27243,0.04728563228694161,0.2427483200731504
27244,0.7922149906066644,0.9461578400906632
27245,0.24764145532085746,0.6697774029061623
27246,0.1425156535550348,0.6582533001168295
27247,0.5366394380622742,0.7575076193726618
27248,0.1415847586554039,0.8262913454900032
27249,0.09849064261541668,0.4893839973988748
27250,0.0869132404331395,0.18833500723127
27251,0.02675356593211592,0.5826010267964342
27252,0.009504465696057146,0.06965472559340785
27253,0.03050849304003237,0.8194585442541539
27254,0.1806479916416367,0.2524372564397157
27255,0.0754288980451055,0.3661929605808292
27256,0.1466726991885779,0.9726142123244643
27257,0.2002787392325261,0.3635770366324648
27258,0.24839887903137853,0.4720290818838474
27259,0.07356303335062228,0.12024015942349363
27260,0.06362295538419406,0.04571220378040927
27261,0.14218208817940672,0.29944651948710055
27262,0.4629130024363253,0.8562299892270635
27263,0.12195654343823165,0.9457020916714429
27264,0.02561180554043078,0.18457161549142945
27265,0.46889118792439155,0.725125527502135
27266,0.5308881714741681,0.3551419240177853
27267,0.027280443353740653,0.21954833716751052
27268,0.2520091791600479,0.3584017782912976
27269,0.13870461362040612,0.2908766453284464
27270,0.02413826914391927,0.15396083406040798
27271,0.029816370148217974,0.37865117598495013
27272,0.33587757353938474,0.601302414831208
27273,0.05505016300023232,0.20361048862282777
27274,0.039636530618887895,0.12516450722173042
27275,0.4688415286742044,0.3984490379148538
27276,0.23722074463988257,0.4044262807017187
27277,0.09066896619432566,0.2680370614930207
27278,0.05155808229302009,0.07323001174118757
27279,0.05915013511343277,0.17565115914764554
27280,0.671189010390784,0.039165176306652144
27281,0.04278504281350669,0.5392514183276855
27282,0.05418804393876162,0.6954073978956057
27283,0.10606282796379488,0.1721576900121371
27284,0.11505023437835928,0.5152899352668416
27285,0.04781861232754835,0.25065555814094514
27286,0.11857745299346614,0.3731129201471189
27287,0.1049762322267784,0.3419089786773432
27288,0.14886063910662217,0.49848950924956575
27289,0.09282488322640214,0.3047979119394447
27290,0.09661700671662904,0.11592267663389634
27291,0.05571149330545026,0.08835838387973907
27292,0.5213249270036019,0.6535483709138601
27293,0.09324160315675287,0.5060585327514606
27294,0.11967204285319373,0.3099845416880644
27295,0.05926210507091977,0.5172783520564529
27296,0.005514021957104727,0.017317847322534653
27297,0.0306906007105822,0.6573431986831465
27298,0.6404727235390473,0.29516704475017963
27299,0.01862894556408766,0.010501360983913298
27300,0.22188469507656008,0.06999330409277875
27301,0.4018252336731036,0.6918221817209308
27302,0.06895235903034853,0.6710347422370708
27303,0.411025496805083,0.6883662243038459
27304,0.18217149527987692,0.43730578709239754
27305,0.28438695523949986,0.38641962001042135
27306,0.039151373721952584,0.34628576406301154
27307,0.22267399256107673,0.28323568259709203
27308,0.03818175380672429,0.21814322477783007
27309,0.03843431774881716,0.4115679180695959
27310,0.016581120036287346,0.07421107086207622
27311,0.11914863467940127,0.9749057439059832
27312,0.03822483926791888,0.5225543118104747
27313,0.03577278016592993,0.6196097270282854
27314,0.25911515320737216,0.8661274315617286
27315,0.11338437885589864,0.3645434615795528
27316,0.15976417487959263,0.278389062946347
27317,0.7984650653360043,0.8907587532620201
27318,0.04566215569056309,0.04608320241749016
27319,0.0483683301881194,0.27172253685890113
27320,0.8612361152819408,0.9461302869373354
27321,0.2311306212264834,0.8553391698728015
27322,0.09268639003319613,0.9269713813064016
27323,0.171367440423483,0.7775793736811175
27324,0.10096839309361086,0.9421672259920211
27325,0.05449073359421737,0.09109829679805667
27326,0.12633180925647378,0.28930072805113216
27327,0.6578358018064269,0.9652445379320191
27328,0.6702171376630012,0.9053252081726593
27329,0.0796815444167982,0.3253329962689422
27330,0.19623357024028903,0.5022117314831289
27331,0.1912033879364931,0.2637551545570195
27332,0.7544950494950909,0.9501106295162226
27333,0.023189556190301032,0.07205663905164832
27334,0.15547808128950383,0.24350076124278724
27335,0.13585374124693478,0.22313443594293134
27336,0.20905482243226173,0.8191066710027464
27337,0.08491955717670936,0.9246613581085539
27338,0.09568041220347881,0.7807792077022775
27339,0.22604501982238961,0.3637018724272532
27340,0.06803513250456542,0.2845312301352128
27341,0.025016789187253707,0.39775511673875247
27342,0.09405341896527024,0.557428607376603
27343,0.034716242904176686,0.012621074278296616
27344,0.16198420843790193,0.49499128781134905
27345,0.12169659571556836,0.5358393054433007
27346,0.07429821222612969,0.8266481072659448
27347,0.6400130758096748,0.90358518500469
27348,0.008545174688859281,0.010093233298287135
27349,0.7742848205816248,0.8513265111965505
27350,0.16710855877234637,0.4279344848592752
27351,0.11182583396736072,0.8883653546779908
27352,0.15973948511954456,0.47534115041133734
27353,0.6246371256180654,0.22616167450764643
27354,0.07563333938188965,0.15460201519476613
27355,0.1225457143533811,0.6396898565754684
27356,0.19663517993497634,0.2836676980907234
27357,0.056497373996086224,0.7704321120553
27358,0.2904169406454101,0.9502903522783134
27359,0.29294983742757297,0.47186717826055724
27360,0.23470048760317788,0.6381316871975894
27361,0.08036342244521695,0.06115047516415494
27362,0.1762978328337834,0.8907894734484201
27363,0.34394331531152195,0.47905106117981444
27364,0.1036558822757208,0.31269019910856233
27365,0.07594348984400097,0.9393303427047289
27366,0.007628876065951069,0.027905172162802593
27367,0.023440670956422965,0.09315792474537128
27368,0.0997062814751107,0.5222626023945773
27369,0.3852737362676912,0.6986093952258686
27370,0.00957722485199957,0.045234968344337545
27371,0.13067373165294152,0.40617094200372955
27372,0.05525735028846557,0.26347587723888755
27373,0.6975182739289351,0.9484686079873035
